Source,Source_Lat,Source_Lon,Destination,Dest_Lat,Dest_Lon,Road Type,Distance (km),Travel Time (hrs)
Dharmapuri,12.1357,78.1603,Thoothukudi,8.7642,78.1348,State Road,401.85,7.66
Thoothukudi,8.7642,78.1348,Krishnagiri,12.5192,78.2138,Highway,477.66,9.11
Nagercoil,8.1773,77.4344,Thanjavur,10.7867,79.1386,Local Road,242.37,3.55
Coimbatore,11.0168,76.9558,Thoothukudi,8.7642,78.1348,Local Road,479.1,7.42
Cuddalore,11.7447,79.768,Sivakasi,9.4486,77.7984,Highway,166.46,2.65
Cuddalore,11.7447,79.768,Madurai,9.9252,78.1198,State Road,348.28,7.0
Dharmapuri,12.1357,78.1603,Kanchipuram,12.8342,79.7036,Local Road,218.95,3.68
Vellore,12.9165,79.1325,Nagercoil,8.1773,77.4344,Highway,472.44,7.1
Karur,10.9601,78.0766,Kanchipuram,12.8342,79.7036,Highway,483.42,10.98
Thoothukudi,8.7642,78.1348,Vellore,12.9165,79.1325,Local Road,84.32,2.02
Tiruchirappalli,10.7905,78.7047,Pudukkottai,10.3833,78.8167,Highway,266.15,6.32
Salem,11.6643,78.146,Erode,11.341,77.7172,State Road,221.0,3.18
Sivakasi,9.4486,77.7984,Pudukkottai,10.3833,78.8167,State Road,74.71,1.55
Thanjavur,10.7867,79.1386,Kanchipuram,12.8342,79.7036,State Road,124.9,1.56
Tirunelveli,8.7139,77.7567,Chennai,13.0827,80.2707,Local Road,485.33,6.37
Pudukkottai,10.3833,78.8167,Sivakasi,9.4486,77.7984,Local Road,345.73,5.78
Vellore,12.9165,79.1325,Cuddalore,11.7447,79.768,State Road,462.36,8.8
Thanjavur,10.7867,79.1386,Erode,11.341,77.7172,Highway,497.85,11.71
Tiruchirappalli,10.7905,78.7047,Tirunelveli,8.7139,77.7567,State Road,340.7,5.06
Pudukkottai,10.3833,78.8167,Nagercoil,8.1773,77.4344,State Road,352.09,6.09
Dindigul,10.3624,77.9695,Salem,11.6643,78.146,Highway,146.02,3.09
Thoothukudi,8.7642,78.1348,Tirunelveli,8.7139,77.7567,Local Road,83.34,1.29
Pudukkottai,10.3833,78.8167,Krishnagiri,12.5192,78.2138,Highway,221.21,4.48
Thanjavur,10.7867,79.1386,Cuddalore,11.7447,79.768,Highway,455.98,10.52
Dindigul,10.3624,77.9695,Kanchipuram,12.8342,79.7036,Highway,202.05,2.82
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,Highway,232.33,3.69
Nagercoil,8.1773,77.4344,Dindigul,10.3624,77.9695,State Road,140.81,2.64
Salem,11.6643,78.146,Karur,10.9601,78.0766,State Road,160.76,2.32
Kanchipuram,12.8342,79.7036,Tiruchirappalli,10.7905,78.7047,Local Road,494.74,9.97
Nagercoil,8.1773,77.4344,Erode,11.341,77.7172,Highway,481.63,6.29
Sivakasi,9.4486,77.7984,Krishnagiri,12.5192,78.2138,State Road,82.34,1.98
Krishnagiri,12.5192,78.2138,Salem,11.6643,78.146,State Road,250.88,5.4
Madurai,9.9252,78.1198,Pudukkottai,10.3833,78.8167,Local Road,122.32,2.46
Sivakasi,9.4486,77.7984,Erode,11.341,77.7172,Highway,344.36,4.92
Madurai,9.9252,78.1198,Salem,11.6643,78.146,State Road,94.2,1.41
Coimbatore,11.0168,76.9558,Nagercoil,8.1773,77.4344,Highway,374.68,8.21
Erode,11.341,77.7172,Coimbatore,11.0168,76.9558,Local Road,300.96,4.55
Krishnagiri,12.5192,78.2138,Madurai,9.9252,78.1198,Local Road,428.24,7.33
Tirunelveli,8.7139,77.7567,Dindigul,10.3624,77.9695,Local Road,147.63,2.32
Karur,10.9601,78.0766,Thanjavur,10.7867,79.1386,Local Road,226.59,4.16
Nagercoil,8.1773,77.4344,Thoothukudi,8.7642,78.1348,State Road,195.04,2.58
Pudukkottai,10.3833,78.8167,Madurai,9.9252,78.1198,State Road,229.32,4.05
Coimbatore,11.0168,76.9558,Krishnagiri,12.5192,78.2138,Highway,478.17,6.36
Tiruchirappalli,10.7905,78.7047,Madurai,9.9252,78.1198,Local Road,486.53,11.89
Dharmapuri,12.1357,78.1603,Chennai,13.0827,80.2707,Highway,83.82,1.92
Pudukkottai,10.3833,78.8167,Cuddalore,11.7447,79.768,Highway,385.58,6.59
Sivakasi,9.4486,77.7984,Madurai,9.9252,78.1198,Local Road,453.11,6.95
Chennai,13.0827,80.2707,Madurai,9.9252,78.1198,State Road,91.63,1.19
Thanjavur,10.7867,79.1386,Dindigul,10.3624,77.9695,Highway,176.49,3.1
Dharmapuri,12.1357,78.1603,Sivakasi,9.4486,77.7984,Local Road,130.96,2.25
Salem,11.6643,78.146,Sivakasi,9.4486,77.7984,State Road,411.25,7.41
Salem,11.6643,78.146,Chennai,13.0827,80.2707,Highway,499.36,11.58
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,State Road,423.02,7.0
Cuddalore,11.7447,79.768,Sivakasi,9.4486,77.7984,Highway,438.21,7.12
Dindigul,10.3624,77.9695,Chennai,13.0827,80.2707,Highway,238.44,4.75
Cuddalore,11.7447,79.768,Erode,11.341,77.7172,State Road,310.59,4.49
Krishnagiri,12.5192,78.2138,Cuddalore,11.7447,79.768,Local Road,97.82,1.28
Dharmapuri,12.1357,78.1603,Chennai,13.0827,80.2707,Highway,476.48,9.71
Dindigul,10.3624,77.9695,Thoothukudi,8.7642,78.1348,Local Road,406.61,5.96
Dindigul,10.3624,77.9695,Dharmapuri,12.1357,78.1603,Highway,439.04,7.37
Madurai,9.9252,78.1198,Krishnagiri,12.5192,78.2138,State Road,169.86,2.54
Krishnagiri,12.5192,78.2138,Dharmapuri,12.1357,78.1603,Highway,375.8,7.52
Thoothukudi,8.7642,78.1348,Tirunelveli,8.7139,77.7567,Highway,88.83,1.38
Cuddalore,11.7447,79.768,Erode,11.341,77.7172,State Road,218.97,4.3
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,Local Road,313.15,5.57
Tiruchirappalli,10.7905,78.7047,Thanjavur,10.7867,79.1386,State Road,354.36,5.14
Chennai,13.0827,80.2707,Pudukkottai,10.3833,78.8167,State Road,79.37,1.42
Chennai,13.0827,80.2707,Vellore,12.9165,79.1325,State Road,231.29,4.15
Sivakasi,9.4486,77.7984,Pudukkottai,10.3833,78.8167,State Road,91.09,2.12
Coimbatore,11.0168,76.9558,Thoothukudi,8.7642,78.1348,Highway,241.25,5.36
Thoothukudi,8.7642,78.1348,Pudukkottai,10.3833,78.8167,Local Road,202.31,3.01
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,State Road,366.13,6.8
Cuddalore,11.7447,79.768,Kanchipuram,12.8342,79.7036,State Road,165.75,3.45
Krishnagiri,12.5192,78.2138,Dindigul,10.3624,77.9695,Highway,294.58,3.75
Cuddalore,11.7447,79.768,Thoothukudi,8.7642,78.1348,Highway,85.39,1.93
Erode,11.341,77.7172,Nagercoil,8.1773,77.4344,Local Road,412.0,6.28
Dharmapuri,12.1357,78.1603,Madurai,9.9252,78.1198,State Road,337.75,7.28
Vellore,12.9165,79.1325,Kanchipuram,12.8342,79.7036,Local Road,323.83,4.82
Kanchipuram,12.8342,79.7036,Tiruchirappalli,10.7905,78.7047,Highway,476.59,6.64
Dharmapuri,12.1357,78.1603,Pudukkottai,10.3833,78.8167,State Road,75.15,1.46
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,Local Road,419.03,5.62
Kanchipuram,12.8342,79.7036,Nagercoil,8.1773,77.4344,Highway,140.03,2.16
Cuddalore,11.7447,79.768,Dindigul,10.3624,77.9695,State Road,200.78,2.98
Dharmapuri,12.1357,78.1603,Thoothukudi,8.7642,78.1348,State Road,464.9,6.45
Krishnagiri,12.5192,78.2138,Dharmapuri,12.1357,78.1603,State Road,223.28,4.87
Tiruchirappalli,10.7905,78.7047,Tirunelveli,8.7139,77.7567,State Road,248.25,5.16
Krishnagiri,12.5192,78.2138,Nagercoil,8.1773,77.4344,Local Road,281.79,4.31
Chennai,13.0827,80.2707,Nagercoil,8.1773,77.4344,State Road,321.11,4.32
Salem,11.6643,78.146,Coimbatore,11.0168,76.9558,State Road,322.65,6.5
Tiruchirappalli,10.7905,78.7047,Cuddalore,11.7447,79.768,Local Road,435.46,7.57
Thoothukudi,8.7642,78.1348,Chennai,13.0827,80.2707,Highway,324.93,4.33
Thoothukudi,8.7642,78.1348,Madurai,9.9252,78.1198,Local Road,448.18,7.12
Thanjavur,10.7867,79.1386,Madurai,9.9252,78.1198,Highway,439.69,6.57
Krishnagiri,12.5192,78.2138,Salem,11.6643,78.146,Local Road,413.0,10.02
Sivakasi,9.4486,77.7984,Vellore,12.9165,79.1325,Highway,438.7,6.34
Dharmapuri,12.1357,78.1603,Salem,11.6643,78.146,Local Road,293.3,6.18
Tiruchirappalli,10.7905,78.7047,Dindigul,10.3624,77.9695,Highway,444.09,7.49
Karur,10.9601,78.0766,Coimbatore,11.0168,76.9558,Highway,406.02,5.59
Kanchipuram,12.8342,79.7036,Cuddalore,11.7447,79.768,Highway,374.16,6.04
Thanjavur,10.7867,79.1386,Pudukkottai,10.3833,78.8167,Highway,447.17,8.51
Cuddalore,11.7447,79.768,Nagercoil,8.1773,77.4344,Local Road,136.48,2.97
Thanjavur,10.7867,79.1386,Cuddalore,11.7447,79.768,Local Road,169.71,3.34
Nagercoil,8.1773,77.4344,Madurai,9.9252,78.1198,State Road,334.15,6.09
Pudukkottai,10.3833,78.8167,Sivakasi,9.4486,77.7984,State Road,52.5,0.77
Nagercoil,8.1773,77.4344,Krishnagiri,12.5192,78.2138,Highway,212.65,3.01
Tirunelveli,8.7139,77.7567,Thanjavur,10.7867,79.1386,State Road,399.56,6.38
Dindigul,10.3624,77.9695,Tiruchirappalli,10.7905,78.7047,Highway,100.9,1.96
Dindigul,10.3624,77.9695,Thoothukudi,8.7642,78.1348,Local Road,349.64,6.72
Cuddalore,11.7447,79.768,Sivakasi,9.4486,77.7984,Highway,466.49,7.71
Erode,11.341,77.7172,Kanchipuram,12.8342,79.7036,Highway,117.37,1.97
Sivakasi,9.4486,77.7984,Coimbatore,11.0168,76.9558,Local Road,184.02,2.5
Vellore,12.9165,79.1325,Tirunelveli,8.7139,77.7567,State Road,97.81,1.37
Pudukkottai,10.3833,78.8167,Salem,11.6643,78.146,Highway,262.49,5.15
Thanjavur,10.7867,79.1386,Nagercoil,8.1773,77.4344,Highway,434.74,6.76
Cuddalore,11.7447,79.768,Tirunelveli,8.7139,77.7567,Local Road,200.88,3.99
Salem,11.6643,78.146,Cuddalore,11.7447,79.768,Highway,71.83,1.75
Dharmapuri,12.1357,78.1603,Pudukkottai,10.3833,78.8167,State Road,364.6,5.84
Erode,11.341,77.7172,Chennai,13.0827,80.2707,State Road,499.71,11.92
Vellore,12.9165,79.1325,Coimbatore,11.0168,76.9558,State Road,285.03,5.18
Tirunelveli,8.7139,77.7567,Salem,11.6643,78.146,Local Road,372.45,7.07
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,Local Road,244.46,5.5
Cuddalore,11.7447,79.768,Vellore,12.9165,79.1325,State Road,152.66,2.68
Dindigul,10.3624,77.9695,Thoothukudi,8.7642,78.1348,State Road,465.1,6.3
Krishnagiri,12.5192,78.2138,Dharmapuri,12.1357,78.1603,State Road,140.14,3.3
Dharmapuri,12.1357,78.1603,Pudukkottai,10.3833,78.8167,Highway,433.42,6.49
Dindigul,10.3624,77.9695,Erode,11.341,77.7172,Local Road,281.36,5.97
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,Local Road,364.52,7.39
Dindigul,10.3624,77.9695,Madurai,9.9252,78.1198,Local Road,449.77,6.21
Erode,11.341,77.7172,Krishnagiri,12.5192,78.2138,Local Road,78.28,1.1
Erode,11.341,77.7172,Vellore,12.9165,79.1325,Local Road,291.47,3.74
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,Local Road,457.24,10.2
Krishnagiri,12.5192,78.2138,Salem,11.6643,78.146,State Road,443.66,10.67
Thoothukudi,8.7642,78.1348,Pudukkottai,10.3833,78.8167,State Road,61.16,1.12
Chennai,13.0827,80.2707,Kanchipuram,12.8342,79.7036,State Road,351.64,4.85
Vellore,12.9165,79.1325,Salem,11.6643,78.146,Highway,219.59,4.49
Salem,11.6643,78.146,Krishnagiri,12.5192,78.2138,State Road,219.54,2.8
Dindigul,10.3624,77.9695,Krishnagiri,12.5192,78.2138,Local Road,76.89,1.72
Thanjavur,10.7867,79.1386,Cuddalore,11.7447,79.768,Highway,406.99,5.29
Salem,11.6643,78.146,Dharmapuri,12.1357,78.1603,Highway,382.07,6.22
Salem,11.6643,78.146,Thanjavur,10.7867,79.1386,Local Road,193.13,2.43
Nagercoil,8.1773,77.4344,Thoothukudi,8.7642,78.1348,State Road,276.72,5.91
Krishnagiri,12.5192,78.2138,Salem,11.6643,78.146,Local Road,490.25,8.2
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,State Road,378.72,8.44
Coimbatore,11.0168,76.9558,Karur,10.9601,78.0766,State Road,65.91,0.9
Pudukkottai,10.3833,78.8167,Kanchipuram,12.8342,79.7036,Highway,145.17,3.0
Karur,10.9601,78.0766,Thoothukudi,8.7642,78.1348,Local Road,392.74,4.92
Sivakasi,9.4486,77.7984,Pudukkottai,10.3833,78.8167,Local Road,393.05,7.65
Vellore,12.9165,79.1325,Coimbatore,11.0168,76.9558,Highway,175.9,2.74
Madurai,9.9252,78.1198,Pudukkottai,10.3833,78.8167,State Road,329.86,8.01
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,State Road,461.05,10.8
Vellore,12.9165,79.1325,Thanjavur,10.7867,79.1386,State Road,221.08,3.04
Salem,11.6643,78.146,Kanchipuram,12.8342,79.7036,Highway,74.84,1.18
Dharmapuri,12.1357,78.1603,Krishnagiri,12.5192,78.2138,Local Road,327.79,4.42
Vellore,12.9165,79.1325,Thoothukudi,8.7642,78.1348,Highway,428.07,6.32
Salem,11.6643,78.146,Pudukkottai,10.3833,78.8167,Highway,51.09,0.81
Chennai,13.0827,80.2707,Salem,11.6643,78.146,State Road,499.41,8.83
Cuddalore,11.7447,79.768,Kanchipuram,12.8342,79.7036,Local Road,62.72,0.87
Coimbatore,11.0168,76.9558,Karur,10.9601,78.0766,Local Road,353.15,4.46
Nagercoil,8.1773,77.4344,Salem,11.6643,78.146,Highway,327.21,7.11
Tiruchirappalli,10.7905,78.7047,Madurai,9.9252,78.1198,Local Road,99.17,2.19
Thanjavur,10.7867,79.1386,Nagercoil,8.1773,77.4344,Local Road,140.11,2.71
Vellore,12.9165,79.1325,Thanjavur,10.7867,79.1386,Highway,282.95,3.75
Pudukkottai,10.3833,78.8167,Cuddalore,11.7447,79.768,Highway,243.27,3.37
Cuddalore,11.7447,79.768,Tirunelveli,8.7139,77.7567,State Road,191.08,2.79
Krishnagiri,12.5192,78.2138,Nagercoil,8.1773,77.4344,Highway,410.73,8.1
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,State Road,464.34,6.27
Cuddalore,11.7447,79.768,Dharmapuri,12.1357,78.1603,Highway,114.07,2.32
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,State Road,477.73,8.7
Coimbatore,11.0168,76.9558,Chennai,13.0827,80.2707,Highway,279.47,6.27
Thanjavur,10.7867,79.1386,Thoothukudi,8.7642,78.1348,State Road,286.15,3.92
Thoothukudi,8.7642,78.1348,Coimbatore,11.0168,76.9558,Highway,405.55,5.85
Thoothukudi,8.7642,78.1348,Pudukkottai,10.3833,78.8167,Local Road,426.4,7.35
Coimbatore,11.0168,76.9558,Vellore,12.9165,79.1325,Highway,175.33,3.09
Chennai,13.0827,80.2707,Salem,11.6643,78.146,Highway,124.15,2.05
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,State Road,392.28,5.72
Chennai,13.0827,80.2707,Pudukkottai,10.3833,78.8167,Local Road,196.57,4.76
Vellore,12.9165,79.1325,Tirunelveli,8.7139,77.7567,Highway,145.51,2.53
Vellore,12.9165,79.1325,Thanjavur,10.7867,79.1386,Highway,120.41,2.31
Erode,11.341,77.7172,Pudukkottai,10.3833,78.8167,Local Road,254.86,5.52
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,State Road,183.82,2.98
Dindigul,10.3624,77.9695,Madurai,9.9252,78.1198,State Road,284.86,3.9
Chennai,13.0827,80.2707,Madurai,9.9252,78.1198,Local Road,213.0,3.13
Cuddalore,11.7447,79.768,Kanchipuram,12.8342,79.7036,Highway,143.32,2.27
Karur,10.9601,78.0766,Nagercoil,8.1773,77.4344,Highway,145.07,2.61
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,Highway,67.38,0.89
Dharmapuri,12.1357,78.1603,Tirunelveli,8.7139,77.7567,State Road,377.42,7.26
Erode,11.341,77.7172,Cuddalore,11.7447,79.768,Local Road,341.84,6.21
Kanchipuram,12.8342,79.7036,Erode,11.341,77.7172,Local Road,103.79,1.58
Dharmapuri,12.1357,78.1603,Salem,11.6643,78.146,Highway,58.81,0.86
Chennai,13.0827,80.2707,Vellore,12.9165,79.1325,Local Road,453.69,5.97
Cuddalore,11.7447,79.768,Krishnagiri,12.5192,78.2138,Local Road,488.6,10.05
Madurai,9.9252,78.1198,Chennai,13.0827,80.2707,Local Road,68.46,1.42
Dindigul,10.3624,77.9695,Madurai,9.9252,78.1198,State Road,158.38,2.61
Madurai,9.9252,78.1198,Vellore,12.9165,79.1325,State Road,218.34,4.72
Tirunelveli,8.7139,77.7567,Pudukkottai,10.3833,78.8167,State Road,166.53,3.63
Karur,10.9601,78.0766,Cuddalore,11.7447,79.768,Local Road,107.58,2.02
Sivakasi,9.4486,77.7984,Vellore,12.9165,79.1325,Highway,257.88,3.23
Madurai,9.9252,78.1198,Kanchipuram,12.8342,79.7036,State Road,387.63,6.96
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,State Road,463.95,6.76
Dindigul,10.3624,77.9695,Krishnagiri,12.5192,78.2138,Highway,90.76,1.3
Tiruchirappalli,10.7905,78.7047,Nagercoil,8.1773,77.4344,Local Road,409.76,8.78
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,Highway,56.21,1.08
Sivakasi,9.4486,77.7984,Madurai,9.9252,78.1198,Highway,80.01,1.54
Nagercoil,8.1773,77.4344,Vellore,12.9165,79.1325,Highway,76.58,1.49
Krishnagiri,12.5192,78.2138,Nagercoil,8.1773,77.4344,Highway,304.7,3.92
Dindigul,10.3624,77.9695,Dharmapuri,12.1357,78.1603,State Road,396.98,5.62
Krishnagiri,12.5192,78.2138,Pudukkottai,10.3833,78.8167,Highway,163.66,2.23
Cuddalore,11.7447,79.768,Krishnagiri,12.5192,78.2138,Local Road,402.42,8.57
Dindigul,10.3624,77.9695,Nagercoil,8.1773,77.4344,Highway,236.28,3.4
Krishnagiri,12.5192,78.2138,Chennai,13.0827,80.2707,State Road,192.57,2.97
Chennai,13.0827,80.2707,Dharmapuri,12.1357,78.1603,Highway,86.61,1.12
Salem,11.6643,78.146,Pudukkottai,10.3833,78.8167,Local Road,108.28,1.36
Dharmapuri,12.1357,78.1603,Coimbatore,11.0168,76.9558,State Road,161.63,2.64
Kanchipuram,12.8342,79.7036,Dharmapuri,12.1357,78.1603,Highway,173.02,3.34
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,Highway,286.35,4.59
Kanchipuram,12.8342,79.7036,Pudukkottai,10.3833,78.8167,Local Road,350.96,7.54
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,Local Road,392.26,5.34
Karur,10.9601,78.0766,Erode,11.341,77.7172,State Road,247.05,5.22
Dharmapuri,12.1357,78.1603,Dindigul,10.3624,77.9695,Highway,133.11,3.05
Kanchipuram,12.8342,79.7036,Coimbatore,11.0168,76.9558,State Road,163.57,3.11
Vellore,12.9165,79.1325,Cuddalore,11.7447,79.768,State Road,367.16,4.64
Chennai,13.0827,80.2707,Krishnagiri,12.5192,78.2138,State Road,364.6,6.93
Dharmapuri,12.1357,78.1603,Thoothukudi,8.7642,78.1348,Highway,363.75,4.97
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,Highway,406.72,7.54
Tiruchirappalli,10.7905,78.7047,Tirunelveli,8.7139,77.7567,Local Road,153.99,2.97
Salem,11.6643,78.146,Sivakasi,9.4486,77.7984,Local Road,211.78,4.1
Thanjavur,10.7867,79.1386,Sivakasi,9.4486,77.7984,Highway,146.25,2.11
Vellore,12.9165,79.1325,Tiruchirappalli,10.7905,78.7047,Local Road,127.82,2.6
Nagercoil,8.1773,77.4344,Thanjavur,10.7867,79.1386,State Road,406.5,9.53
Madurai,9.9252,78.1198,Krishnagiri,12.5192,78.2138,Highway,258.09,3.54
Sivakasi,9.4486,77.7984,Tiruchirappalli,10.7905,78.7047,Highway,339.08,4.25
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,Highway,338.9,4.26
Thanjavur,10.7867,79.1386,Karur,10.9601,78.0766,State Road,355.23,6.11
Kanchipuram,12.8342,79.7036,Vellore,12.9165,79.1325,State Road,197.04,3.34
Madurai,9.9252,78.1198,Tirunelveli,8.7139,77.7567,Local Road,239.17,3.38
Vellore,12.9165,79.1325,Krishnagiri,12.5192,78.2138,State Road,350.29,7.23
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,Highway,50.97,1.11
Sivakasi,9.4486,77.7984,Thanjavur,10.7867,79.1386,State Road,457.2,5.85
Karur,10.9601,78.0766,Pudukkottai,10.3833,78.8167,Highway,114.8,2.23
Thanjavur,10.7867,79.1386,Sivakasi,9.4486,77.7984,State Road,370.59,6.81
Thanjavur,10.7867,79.1386,Chennai,13.0827,80.2707,Highway,319.83,6.88
Thanjavur,10.7867,79.1386,Dindigul,10.3624,77.9695,Local Road,331.74,5.37
Krishnagiri,12.5192,78.2138,Chennai,13.0827,80.2707,Highway,400.54,5.62
Salem,11.6643,78.146,Thoothukudi,8.7642,78.1348,Highway,239.25,3.99
Krishnagiri,12.5192,78.2138,Pudukkottai,10.3833,78.8167,Local Road,385.81,7.69
Vellore,12.9165,79.1325,Krishnagiri,12.5192,78.2138,Local Road,359.56,7.36
Salem,11.6643,78.146,Chennai,13.0827,80.2707,Highway,280.55,5.82
Cuddalore,11.7447,79.768,Dindigul,10.3624,77.9695,State Road,178.36,4.38
Tiruchirappalli,10.7905,78.7047,Karur,10.9601,78.0766,State Road,429.74,5.4
Dindigul,10.3624,77.9695,Salem,11.6643,78.146,Local Road,372.66,7.2
Dharmapuri,12.1357,78.1603,Salem,11.6643,78.146,Highway,338.92,4.7
Dharmapuri,12.1357,78.1603,Krishnagiri,12.5192,78.2138,Highway,207.65,2.86
Tiruchirappalli,10.7905,78.7047,Madurai,9.9252,78.1198,Highway,404.89,5.76
Tiruchirappalli,10.7905,78.7047,Chennai,13.0827,80.2707,Highway,439.72,7.58
Dharmapuri,12.1357,78.1603,Vellore,12.9165,79.1325,State Road,150.06,3.04
Kanchipuram,12.8342,79.7036,Tirunelveli,8.7139,77.7567,Highway,145.45,3.07
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,State Road,491.79,8.48
Nagercoil,8.1773,77.4344,Sivakasi,9.4486,77.7984,State Road,462.67,5.79
Nagercoil,8.1773,77.4344,Cuddalore,11.7447,79.768,Local Road,327.61,4.99
Dindigul,10.3624,77.9695,Krishnagiri,12.5192,78.2138,State Road,417.39,6.19
Salem,11.6643,78.146,Kanchipuram,12.8342,79.7036,State Road,462.71,6.35
Nagercoil,8.1773,77.4344,Dindigul,10.3624,77.9695,Highway,189.46,4.3
Tiruchirappalli,10.7905,78.7047,Krishnagiri,12.5192,78.2138,Highway,367.74,8.44
Tirunelveli,8.7139,77.7567,Thoothukudi,8.7642,78.1348,Local Road,416.8,6.37
Thoothukudi,8.7642,78.1348,Salem,11.6643,78.146,Local Road,143.81,1.98
Coimbatore,11.0168,76.9558,Erode,11.341,77.7172,State Road,315.79,5.6
Karur,10.9601,78.0766,Sivakasi,9.4486,77.7984,State Road,90.13,1.17
Nagercoil,8.1773,77.4344,Pudukkottai,10.3833,78.8167,Highway,453.84,8.39
Vellore,12.9165,79.1325,Krishnagiri,12.5192,78.2138,Highway,346.46,6.04
Salem,11.6643,78.146,Kanchipuram,12.8342,79.7036,Highway,335.69,4.94
Salem,11.6643,78.146,Kanchipuram,12.8342,79.7036,Local Road,243.53,3.17
Salem,11.6643,78.146,Coimbatore,11.0168,76.9558,State Road,190.45,3.49
Dindigul,10.3624,77.9695,Cuddalore,11.7447,79.768,State Road,366.54,4.6
Chennai,13.0827,80.2707,Madurai,9.9252,78.1198,Highway,168.81,2.77
Erode,11.341,77.7172,Thanjavur,10.7867,79.1386,State Road,287.26,3.81
Dharmapuri,12.1357,78.1603,Thoothukudi,8.7642,78.1348,State Road,236.08,3.81
Coimbatore,11.0168,76.9558,Cuddalore,11.7447,79.768,Local Road,134.27,1.7
Madurai,9.9252,78.1198,Karur,10.9601,78.0766,Local Road,456.84,6.85
Thoothukudi,8.7642,78.1348,Tirunelveli,8.7139,77.7567,Highway,224.79,4.44
Vellore,12.9165,79.1325,Tiruchirappalli,10.7905,78.7047,Highway,486.86,6.65
Kanchipuram,12.8342,79.7036,Erode,11.341,77.7172,Local Road,475.98,7.68
Kanchipuram,12.8342,79.7036,Dharmapuri,12.1357,78.1603,Local Road,230.3,4.98
Tirunelveli,8.7139,77.7567,Kanchipuram,12.8342,79.7036,State Road,99.73,1.65
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,State Road,251.81,3.3
Coimbatore,11.0168,76.9558,Cuddalore,11.7447,79.768,Highway,261.31,3.42
Dindigul,10.3624,77.9695,Tirunelveli,8.7139,77.7567,Highway,71.61,0.98
Erode,11.341,77.7172,Sivakasi,9.4486,77.7984,State Road,64.65,1.09
Krishnagiri,12.5192,78.2138,Coimbatore,11.0168,76.9558,Highway,191.51,3.01
Tiruchirappalli,10.7905,78.7047,Cuddalore,11.7447,79.768,State Road,133.36,2.02
Thoothukudi,8.7642,78.1348,Nagercoil,8.1773,77.4344,Highway,229.95,3.67
Sivakasi,9.4486,77.7984,Pudukkottai,10.3833,78.8167,Highway,392.29,8.69
Madurai,9.9252,78.1198,Karur,10.9601,78.0766,Highway,144.01,2.19
Krishnagiri,12.5192,78.2138,Salem,11.6643,78.146,State Road,452.55,10.67
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,Local Road,321.55,4.95
Pudukkottai,10.3833,78.8167,Sivakasi,9.4486,77.7984,State Road,273.08,4.31
Thanjavur,10.7867,79.1386,Dindigul,10.3624,77.9695,Highway,478.84,8.52
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,State Road,118.18,1.65
Thanjavur,10.7867,79.1386,Tirunelveli,8.7139,77.7567,Local Road,178.09,2.27
Nagercoil,8.1773,77.4344,Dindigul,10.3624,77.9695,State Road,238.56,3.79
Salem,11.6643,78.146,Dharmapuri,12.1357,78.1603,Local Road,471.28,6.59
Thoothukudi,8.7642,78.1348,Dindigul,10.3624,77.9695,Local Road,211.69,3.83
Pudukkottai,10.3833,78.8167,Madurai,9.9252,78.1198,Highway,162.59,3.91
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,State Road,410.07,8.87
Vellore,12.9165,79.1325,Krishnagiri,12.5192,78.2138,Highway,275.71,4.09
Kanchipuram,12.8342,79.7036,Erode,11.341,77.7172,Highway,131.34,2.44
Nagercoil,8.1773,77.4344,Thanjavur,10.7867,79.1386,Local Road,277.91,5.09
Madurai,9.9252,78.1198,Kanchipuram,12.8342,79.7036,Highway,323.35,4.14
